measurement.ID,sites.sitename,plot.name,stand.age,dominant.life.form,dominant.veg,scientific.name,veg.notes,variable.name,date,date.loc,start.date,start.date.loc,end.date,end.date.loc,mean,n,stat.name,stat,area.sampled,notes,method.ID,allometry_1,allometry_2,min.dbh,depth,covariate_1,coV_1.value,covariate_2,coV_2.value,conflicts,R.group,S.group,D.group,D.precedence,conflict.type,D.precedence.measurement.ID,conflicts.notes,citation.ID,loaded.from,source.notes,measurement.ID.v1,loaded.by,checked.ori.pub,ForC.investigator,required.citations,flag.suspicious
16090,Walker Branch,"unmanaged, agricultural abandonment in 1940",59,woody,2TDB,NA,NAC,NPP_2_C,1999,8,NA,9,NA,9,7.76,NAC,NAC,NAC,NAC,NA,80,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Hanson_2003_etnp,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16091,Walker Branch,"unmanaged, agricultural abandonment in 1940",60,woody,2TDB,NA,NAC,NPP_2_C,2000,8,NA,9,NA,9,6.78,NAC,NAC,NAC,NAC,NA,80,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Hanson_2003_etnp,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16157,Walker Branch (WB) Forest,unmanaged,85,woody,2TDB,NA,NAC,ANPP_2_C,NA,9,1993,8,1999.99726,8,4.46,1,NI,NI,NAC,stand.age = 50-120 (took average). ANPP_woody + ANPP_foliage,80,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Curtis_2002_baeb,Anderson_2006_toba; Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16174,Walker Branch (WB) Forest,unmanaged,85,woody,2TDB,NA,NAC,NPP_1_C,NA,9,1993,8,1999.99726,8,6.34,1,NI,NI,NAC,stand.age = 50-120,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Curtis_2002_baeb,Anderson_2006_toba; Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16175,Walker Branch (WB) Forest,unmanaged,85,woody,2TDB,NA,NAC,NPP_2_C,NA,9,1993,8,1999.99726,8,7.27,1,NI,NI,NAC,stand.age = 50-120,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Curtis_2002_baeb,Anderson_2006_toba; Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16176,Walker Branch_2,unmanaged,33,woody,2TEN,NA,NAC,ANPP_2_C,NA,9,1967,8,1970,8,3.18,NAC,NAC,NAC,NAC,NA,120,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,DeAngelis_1981_pofe,Luyssaert_2007_cbob,original sources listed in DeAngelis_1981_pofe,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16178,Walker Branch_2,unmanaged,33,woody,2TEN,NA,NAC,NPP_1_C,NA,9,1967,8,1970,8,4.12,NAC,NAC,NAC,NAC,NA,120,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,DeAngelis_1981_pofe,Luyssaert_2007_cbob,original sources listed in DeAngelis_1981_pofe,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16182,Walker Branch_3,unmanaged,33,woody,2TDB,NA,NAC,ANPP_2_C,NA,9,1967,8,1970,8,4.47,NAC,NAC,NAC,NAC,NA,120,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,DeAngelis_1981_pofe,Luyssaert_2007_cbob,original sources listed in DeAngelis_1981_pofe,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16184,Walker Branch_3,unmanaged,33,woody,2TDB,NA,NAC,NPP_1_C,NA,9,1967,8,1970,8,5.41,NAC,NAC,NAC,NAC,NA,120,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,DeAngelis_1981_pofe,Luyssaert_2007_cbob,original sources listed in DeAngelis_1981_pofe,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16188,Walker Branch_4,unmanaged,33,woody,2TDB,NA,NAC,ANPP_2_C,NA,9,1967,8,1970,8,2.86,NAC,NAC,NAC,NAC,NA,120,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,DeAngelis_1981_pofe,Luyssaert_2007_cbob,original sources listed in DeAngelis_1981_pofe,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16190,Walker Branch_4,unmanaged,33,woody,2TDB,NA,NAC,NPP_1_C,NA,9,1967,8,1970,8,3.8,NAC,NAC,NAC,NAC,NA,120,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,DeAngelis_1981_pofe,Luyssaert_2007_cbob,original sources listed in DeAngelis_1981_pofe,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16208,Warings Woods,recently disturbed,NI,woody,2TEN,NA,NAC,ANPP_2_C,1992,8,NA,9,NA,9,5.8,NAC,NAC,NAC,NAC,NA,83,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Runyon_1994_elon,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16210,Warings Woods,recently disturbed,NI,woody,2TEN,NA,NAC,NPP_1_C,1992,8,NA,9,NA,9,7.62,NAC,NAC,NAC,NAC,NA,83,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Runyon_1994_elon,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16211,Warings Woods,recently disturbed,NI,woody,2TEN,NA,NAC,NPP_2_C,1992,8,NA,9,NA,9,7.62,NAC,NAC,NAC,NAC,NA,83,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Runyon_1994_elon,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16277,Wayqecha,unmanaged upland tropical forest,999,woody,2TEB,NA,NAC,ANPP_1_C,NA,9,2007,8,2008,8,3.12,NI,NI,NI,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Girardin_2010_nppa,Luyssaert_2007_cbob_v3.3,NA,3279,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
16278,Wayqecha,unmanaged upland tropical forest,999,woody,2TEB,NA,NAC,ANPP_2_C,NA,9,2007,8,2008,8,3.62,NI,NI,NI,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Girardin_2010_nppa,Luyssaert_2007_cbob_v3.3,NA,3280,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
16286,Wayqecha,unmanaged upland tropical forest,999,woody,2TEB,NA,NAC,NPP_1_C,NA,9,2007,8,2008,8,5.1,NI,NI,NI,NAC,NA,239,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Girardin_2010_nppa,Luyssaert_2007_cbob_v3.3,NA,3288,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
16347,Wet-114,Managed,118,woody,2TEN,NA,NAC,ANPP_1_C,NA,9,2000,8,2002,8,3.29,NAC,NAC,NAC,NAC,NA,183,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Bascietto_2003_dots,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16350,Wet-114,Managed,118,woody,2TEN,NA,NAC,ANPP_2_C,NA,9,2000,8,2002,8,3.66,NAC,NAC,NAC,NAC,NA,183,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Bascietto_2003_dots,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16364,Wet-33,Managed,40,woody,2TEN,NA,NAC,ANPP_1_C,NA,9,2000,8,2002,8,3.76,NAC,NAC,NAC,NAC,NA,183,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Bascietto_2003_dots,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16367,Wet-33,Managed,40,woody,2TEN,NA,NAC,ANPP_2_C,NA,9,2000,8,2002,8,4.17,NAC,NAC,NAC,NAC,NA,183,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Bascietto_2003_dots,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16387,Wet-67,Managed,75,woody,2TEN,NA,NAC,ANPP_1_C,NA,9,2000,8,2002,8,3.86,NAC,NAC,NAC,NAC,NA,183,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Bascietto_2003_dots,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16390,Wet-67,Managed,75,woody,2TEN,NA,NAC,ANPP_2_C,NA,9,2000,8,2002,8,4.2,NAC,NAC,NAC,NAC,NA,183,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Bascietto_2003_dots,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16406,Wet-T-57,Managed,47,woody,2TEN,NA,NAC,ANPP_1_C,NA,9,2000,8,2002,8,4.44,NAC,NAC,NAC,NAC,NA,183,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Bascietto_2003_dots,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16409,Wet-T-57,Managed,47,woody,2TEN,NA,NAC,ANPP_2_C,NA,9,2000,8,2002,8,5.23,NAC,NAC,NAC,NAC,NA,183,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Bascietto_2003_dots,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16413,Wet-T-57,Managed,47,woody,2TEN,NA,NAC,NPP_1_C,NA,9,2000,8,2002,8,7.77,NAC,NAC,NAC,NAC,NA,183,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Bascietto_2003_dots,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16415,Wet-T-57,Managed,47,woody,2TEN,NA,NAC,NPP_2_C,NA,9,2000,8,2002,8,7.91,NAC,NAC,NAC,NAC,NA,183,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Bascietto_2003_dots,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16471,Willow Creek (WC)-Chequamegon National Forest,recently disturbed mature regrowth upland hardwood forest,66,woody,2TDB,NA,NAC,ANPP_2_C,NA,9,1989,8,1999.99726,8,2.9,1,NI,NI,NAC,ANPP_woody + ANPP_foliage,92,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Curtis_2002_baeb,Anderson_2006_toba; Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16487,Willow Creek (WC)-Chequamegon National Forest,recently disturbed mature regrowth upland hardwood forest,66,woody,2TDB,NA,NAC,NPP_1_C,NA,9,1989,8,1999.99726,8,5.01,1,NI,NI,NAC,Lussaert NPP_1_C?,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Curtis_2002_baeb,Anderson_2006_toba; Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16490,Willow Creek (WC)-Chequamegon National Forest,recently disturbed mature regrowth upland hardwood forest,66,woody,2TDB,NA,NAC,NPP_2_C,NA,9,1989,8,1999.99726,8,5.11,1,NI,NI,NAC,Lussaert NPP_2_C?,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Curtis_2002_baeb,Anderson_2006_toba; Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16504,Willow Creek AE 1,NI,73,woody,2TDB,NA,NAC,ANPP_1_C,NA,9,1998,8,2001,8,8.32,NAC,NAC,NAC,NAC,NA,222,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Martin_2005_asri,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16509,Willow Creek AE 2,NI,80,woody,2TDB,NA,NAC,ANPP_1_C,NA,9,1998,8,2001,8,6.22,NAC,NAC,NAC,NAC,NA,222,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Martin_2005_asri,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16514,Willow Creek AF 1,NI,62,woody,2TREE,NA,NAC,ANPP_1_C,NA,9,1998,8,2001,8,6.56,NAC,NAC,NAC,NAC,NA,222,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Martin_2005_asri,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16519,Willow Creek AF 2,NI,56,woody,2TREE,NA,NAC,ANPP_1_C,NA,9,1998,8,2001,8,5.48,NAC,NAC,NAC,NAC,NA,222,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Martin_2005_asri,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16532,Willow Creek IA 1,NI,25,woody,2TDB,NA,NAC,ANPP_1_C,NA,9,1998,8,2001,8,5.38,NAC,NAC,NAC,NAC,NA,222,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Martin_2005_asri,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16537,Willow Creek IA 2,NI,28,woody,2TDB,NA,NAC,ANPP_1_C,NA,9,1998,8,2001,8,5.06,NAC,NAC,NAC,NAC,NA,222,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Martin_2005_asri,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16550,Willow Creek NH 1,NI,66,woody,2TDB,NA,NAC,ANPP_1_C,NA,9,1998,8,2001,8,5.21,NAC,NAC,NAC,NAC,NA,222,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Martin_2005_asri,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16555,Willow Creek NH 2,NI,66,woody,2TDB,NA,NAC,ANPP_1_C,NA,9,1998,8,2001,8,6.01,NAC,NAC,NAC,NAC,NA,222,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Martin_2005_asri,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16560,Willow Creek NH 3,NI,66,woody,2TDB,NA,NAC,ANPP_1_C,NA,9,1998,8,2001,8,5.4,NAC,NAC,NAC,NAC,NA,222,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Martin_2005_asri,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16565,Willow Creek NH 4,NI,66,woody,2TDB,NA,NAC,ANPP_1_C,NA,9,1998,8,2001,8,4.52,NAC,NAC,NAC,NAC,NA,222,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Martin_2005_asri,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16570,Willow Creek YA 1,recently disturbed,15,woody,2TDB,NA,NAC,ANPP_1_C,NA,9,1998,8,2001,8,6.51,NAC,NAC,NAC,NAC,NA,222,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Martin_2005_asri,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16575,Willow Creek YA 2,recently disturbed,10,woody,2TDB,NA,NAC,ANPP_1_C,NA,9,1998,8,2001,8,3.73,NAC,NAC,NAC,NAC,NA,222,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Martin_2005_asri,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16593,Wind River Canopy Crane,old-growth douglas fir and western hemlock,499,woody,2TEN,NA,old-growth douglas fir and western hemlock,ANPP_1_C,1999,8,NA,9,NA,9,2.72,NAC,NAC,NAC,NAC,NA,227,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Harmon_2004_prao,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16596,Wind River Canopy Crane,old-growth douglas fir and western hemlock,499,woody,2TEN,NA,old-growth douglas fir and western hemlock,ANPP_2_C,1999,8,NA,9,NA,9,3.83,NAC,NAC,NAC,NAC,NA,227,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Harmon_2004_prao,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16600,Wind River Canopy Crane,old-growth douglas fir and western hemlock,499,woody,2TEN,NA,old-growth douglas fir and western hemlock,NPP_1_C,1999,8,NA,9,NA,9,5.25,NAC,NAC,NAC,NAC,NA,227,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Harmon_2004_prao,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16602,Wind River Canopy Crane,old-growth douglas fir and western hemlock,499,woody,2TEN,NA,old-growth douglas fir and western hemlock,NPP_2_C,1999,8,NA,9,NA,9,5.97,NAC,NAC,NAC,NAC,NA,227,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Harmon_2004_prao,Luyssaert_2007_cbob,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16730,Wytham Woods,ancient semi-natural woodland,999,woody,2TB,NA,NAC,NPP_1_C,2008,8,NA,9,NA,9,7.04,NI,NI,0.84,NAC,NA,242,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Fenn_2010_cdot,Luyssaert_2007_cbob_v3.3,,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16773,Xiaohu CF,plantation,31,woody,2TEN,Cunninghamia lanceolata,CULA,NPP_1_C,1999,8,NA,9,NA,9,7.122,NAC,SD,0.637,NAC,NA,236,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Yang_2007_srac,Luyssaert_2007_cbob,not in citations document,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16774,Xiaohu CF,plantation,32,woody,2TEN,Cunninghamia lanceolata,CULA,NPP_1_C,2000,8,NA,9,NA,9,6.049,NAC,SD,0.783,NAC,NA,236,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Yang_2007_srac,Luyssaert_2007_cbob,not in citations document,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16775,Xiaohu CF,plantation,33,woody,2TEN,Cunninghamia lanceolata,CULA,NPP_1_C,2001,8,NA,9,NA,9,6.311,NAC,SD,0.905,NAC,NA,236,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Yang_2007_srac,Luyssaert_2007_cbob,not in citations document,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16776,Xiaohu CF,plantation,34,woody,2TEN,Cunninghamia lanceolata,CULA,NPP_1_C,2002,8,NA,9,NA,9,7.079,NAC,SD,0.898,NAC,NA,236,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Yang_2007_srac,Luyssaert_2007_cbob,not in citations document,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16777,Xiaohu CF,plantation,35,woody,2TEN,Cunninghamia lanceolata,CULA,NPP_1_C,2003,8,NA,9,NA,9,5.892,NAC,SD,0.825,NAC,NA,236,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Yang_2007_srac,Luyssaert_2007_cbob,not in citations document,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16810,Xiaohu CK,plantation,31,woody,2TEB,Cunninghamia kawakamii,CUNNI,NPP_1_C,1999,8,NA,9,NA,9,14.104,NAC,SD,1.592,NAC,NA,236,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Yang_2007_srac,Luyssaert_2007_cbob,not in citations document,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16811,Xiaohu CK,plantation,32,woody,2TEB,Cunninghamia kawakamii,CUNNI,NPP_1_C,2000,8,NA,9,NA,9,13.067,NAC,SD,1.862,NAC,NA,236,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Yang_2007_srac,Luyssaert_2007_cbob,not in citations document,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
