Index,Lat,Long,Age_yr,AgeClass,BiomassRoot_gm2,BiomassAGW_gm2,BiomassFoliage_gm2,BiomassFruit_gm2,BiomassTotal_gm2,NPPRoot_gm2y,NPPAGW_gm2y,NPPFoliage_gm2y,NPPFruit_gm2y,NPPTotal_gm2y,Lgs_mo,MAT_C,GST_C,MAinvBT_eV-1,GSinvBT_eV-1,MAP_mm,GSP_mm,LeafType,BiomeClimate,BiomeSource,TEB_DD,Fertility,Source,SourceIndex,SourcePrimary,Methodology for biomass and production
1115,24.23,111.77,28,0-50,1311,8952,751,,11014,89,606,501,,1196,12,19.75833333,19.75833333,39.63941291,39.63941291,99.9,99.9,needle,desert,subtropical Pinus massoniana forest,3.4,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1116,25.3,111.3,54,51-100,8639,27502,1021,,37162,317,1026,671,,2014,12,18.09166667,18.09166667,39.8715523,39.8715523,91.5,91.5,needle,desert,subtropical Pinus massoniana forest,4.8,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1117,25.7,116.9,53,51-100,4576,17424,682,,22682,195,748,429,,1372,12,17.44166667,17.44166667,39.95442384,39.95442384,108.9,108.9,needle,desert,subtropical Pinus massoniana forest,3.8,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1118,25.8,110.6,28,0-50,1375,9267,753,,11395,93,628,502,,1223,12,16.90833333,16.90833333,40.03535693,40.03535693,90.1,90.1,needle,desert,subtropical Pinus massoniana forest,4.8,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1119,25.9,110.1,101,101-200,2950,20532,826,,24308,63,427,551,,1041,12,15.05,15.05,40.29267292,40.29267292,92.9,92.9,needle,desert,subtropical Pinus massoniana forest,4.8,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1120,26.23,106.65,46,0-50,1683,16407,773,,18863,79,769,515,,1363,12,15.56666667,15.56666667,40.21423668,40.21423668,94.3,94.3,needle,desert,subtropical Pinus massoniana forest,3.15,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1121,26.52,108.59,36,0-50,1351,14161,636,,16148,80,837,424,,1341,12,15.48333333,15.48333333,40.23242882,40.23242882,98.2,98.2,needle,desert,subtropical Pinus massoniana forest,28.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1122,26.63,109.35,21,0-50,1158,8796,606,,10560,114,867,404,,1385,12,15.575,15.575,40.2208532,40.2208532,98.7,98.7,needle,desert,subtropical Pinus massoniana forest,3.8,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1123,26.83,109.75,20,0-50,1704,7397,903,,10004,255,1107,602,,1964,12,16.9,16.9,40.0382557,40.0382557,98.7,98.7,needle,desert,subtropical Pinus massoniana forest,4.8,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1124,26.9,109.9,25,0-50,3571,14912,1318,,19801,273,1146,868,,2287,12,16.18333333,16.18333333,40.1380841,40.1380841,96.9,96.9,needle,desert,subtropical Pinus massoniana forest,4.05,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1125,27.03,109.13,30,0-50,966,8353,643,,9962,68,587,429,,1084,11,15.21666667,16.24545455,40.27201357,40.12513967,96.9,89.8,needle,desert,subtropical Pinus massoniana forest,3.15,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1126,27.62,109.58,30,0-50,2745,10095,1007,,13847,174,639,671,,1484,11,15.525,16.56363636,40.23006344,40.08212285,95.7,88.7,needle,desert,subtropical Pinus massoniana forest,3.8,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1127,27.7,107.61,28,0-50,813,7604,642,,9059,61,570,428,,1059,12,14.36666667,14.36666667,40.38905253,40.38905253,87.3,87.3,needle,desert,subtropical Pinus massoniana forest,13.25,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1128,28.25,108.12,30,0-50,2263,12562,692,,15517,90,497,462,,1049,12,15.34166667,15.34166667,40.2531008,40.2531008,85.8,85.8,needle,desert,subtropical Pinus massoniana forest,28.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1129,28.3,111.1,21,0-50,2817,11749,1044,,15610,253,1053,696,,2002,12,16.46666667,16.46666667,40.10014209,40.10014209,87.4,87.4,needle,desert,subtropical Pinus massoniana forest,,,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1130,28.47,106.97,28,0-50,968,9059,766,,10793,73,680,511,,1264,12,13.95,13.95,40.44668507,40.44668507,79.6,79.6,needle,desert,subtropical Pinus massoniana forest,13.25,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1131,31.6,114.8,30,0-50,2427,12775,774,,15976,156,819,523,,1498,9,15.3,19.16666667,40.26890088,39.71909654,106.7,80.2,needle,desert,subtropical Pinus massoniana forest,2.4,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1132,21.75,108.4,39,0-50,2408,11868,1235,,15511,203,855,698,,1755,8,22.78333333,20.0375,39.227174,39.59054604,82.7,56.4,needle,desert,subtropical Pinus massoniana forest,3.55,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1133,25.7,110,30,0-50,2874,18106,1514,,22494,177,1128,995,,2299,12,15.74166667,15.74166667,40.19577697,40.19577697,93,93,needle,desert,subtropical Pinus massoniana forest,3.15,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1134,25.7,113.3,19,0-50,2469,10311,902,,13682,242,1022,557,,1821,12,15.59166667,15.59166667,40.21802226,40.21802226,93.2,93.2,needle,desert,subtropical Pinus massoniana forest,4.05,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1135,25.8,117.2,25,0-50,3009,11358,1078,,15445,237,899,719,,1854,12,17.475,17.475,39.94905849,39.94905849,107.5,107.5,needle,desert,subtropical Pinus massoniana forest,28.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1136,26,110.6,30,0-50,1508,9392,763,,11663,89,575,491,,1155,12,15.13333333,15.13333333,40.28237061,40.28237061,89.7,89.7,needle,desert,subtropical Pinus massoniana forest,3.8,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1137,26,110.4,30,0-50,1834,12400,1028,,15262,119,800,684,,1604,10,13.45,15.53,40.51799009,40.21825883,89.3,76,needle,desert,subtropical Pinus massoniana forest,3.4,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1138,26.5,110.1,54,51-100,8474,27036,1184,,36693,289,956,788,,2033,12,16.50833333,16.50833333,40.09251122,40.09251122,96.1,96.1,needle,desert,subtropical Pinus massoniana forest,3.8,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1139,26.7,109.6,28,0-50,3660,14136,1320,,19115,253,977,887,,2117,12,16.85833333,16.85833333,40.04379946,40.04379946,99.5,99.5,needle,desert,subtropical Pinus massoniana forest,4.8,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1140,26.8,109.9,52,51-100,9024,29372,1279,,39675,339,1117,849,,2304,12,16.44166667,16.44166667,40.10187193,40.10187193,97.2,97.2,needle,desert,subtropical Pinus massoniana forest,4.8,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1141,28.3,114.7,52,51-100,4223,14952,815,,19989,152,546,544,,1241,12,18.01666667,18.01666667,39.88882681,39.88882681,104,104,needle,desert,subtropical Pinus massoniana forest,28.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1142,21.92,107.65,16,0-50,906,6186,470,,7562,106,722,313,,1141,12,21.64166667,21.64166667,39.3789403,39.3789403,89.6,89.6,needle,desert,subtropical Pinus massoniana forest,2.2,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1143,26.27,108.24,21,0-50,878,7692,601,,9171,87,758,401,,1246,11,14.29166667,15.24545455,40.39655753,40.25963084,93.2,86.1,needle,desert,subtropical Pinus massoniana forest,28.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1144,26.33,108,25,0-50,823,7588,630,,9041,69,634,420,,1123,11,14.375,15.31818182,40.38446374,40.24918656,92.1,85.1,needle,desert,subtropical Pinus massoniana forest,3.15,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1145,26.88,107.83,23,0-50,918,7716,577,,9211,83,698,385,,1166,12,15.34166667,15.34166667,40.25092152,40.25092152,92.3,92.3,needle,desert,subtropical Pinus massoniana forest,13.25,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1146,28,106.6,26,0-50,989,7105,475,,8569,80,572,317,,969,12,14.68333333,14.68333333,40.34314206,40.34314206,83.5,83.5,needle,desert,subtropical Pinus massoniana forest,13.25,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1147,28.03,108.11,27,0-50,943,7074,484,,8501,73,550,323,,946,11,14.29166667,15.28181818,40.40009298,40.25797789,85.6,79.9,needle,desert,subtropical Pinus massoniana forest,3.15,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1148,28.5,120,18,0-50,2159,11787,717,,14663,245,1316,478,,2038,12,16.88333333,16.88333333,40.04166921,40.04166921,103.7,103.7,needle,desert,subtropical Pinus massoniana forest,2.4,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1149,31,116.1,25,0-50,1937,8307,1128,,11372,151,646,376,,1173,9,12.49166667,16.16666667,40.66220379,40.12987233,96.9,72,needle,desert,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1150,30.8,116.3,28,0-50,4050,16502,1330,,21882,302,1192,674,,2168,9,14.53333333,18.27777778,40.37446092,39.83963287,99.1,74.2,needle,desert,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",3.45,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1151,26,119.3,102,101-200,3552,16869,840,,21261,130,578,373,,1081,10,20.4,18.61,39.55244366,39.79022174,91.5,74.5,needle,desert,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",28.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1152,27,118.9,160,101-200,4658,19063,1128,,24849,51,209,1128,,1388,12,15.33333333,15.33333333,40.2481373,40.2481373,94.8,94.8,needle,desert,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",3.45,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1153,27.2,117.1,20,0-50,2722,9625,894,,13241,269,951,298,,1518,12,17.85,17.85,39.90534242,39.90534242,109.2,109.2,needle,desert,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",28.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1154,34.55,105.88,26,0-50,1061,4682,683,,6426,130,647,362,,1137,7,10.28333333,16.67142857,40.98060617,40.04977371,121.7,73.5,needle,desert,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",20.25,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1155,26.7,103.84,31,0-50,1822,6227,370,,8419,139,477,185,,801,9,12.275,14.67777778,40.67187945,40.32505916,122.2,88.4,needle,desert,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1156,26.8,104.2,52,51-100,3764,13837,803,,18404,182,682,362,,1226,9,11.51666667,13.92222222,40.78027647,40.43118807,114.7,83.2,needle,desert,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1157,31.5,115.5,48,0-50,3079,11289,1058,,15426,179,655,361,,1194,9,14.46666667,18.3,40.38523917,39.83710678,1325.2,1204.5,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",2.4,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1158,31.6,114.8,34,0-50,2395,9573,919,,12887,147,598,430,,1175,9,15.3,19.16666667,40.26890088,39.71909654,1218.6,1114.2,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",2.4,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1159,30.8,111.7,20,0-50,2070,5558,488,,8116,274,735,98,,1107,11,16.66666667,17.78181818,40.07548083,39.91760028,1096,1073.7,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",28.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1160,31.7,110.6,30,0-50,1412,5799,543,,7754,115,472,317,,904,8,10.24166667,14.8,40.98122772,40.31479675,1190.9,1067.5,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",24.4,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1161,30.3,108.9,80,51-100,5683,25528,1765,,32976,186,835,353,,1374,10,12.64166667,14.68,40.63306736,40.33804574,1455.1,1399.8,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",28.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1162,28.9,113.8,23,0-50,2232,8275,916,,11424,189,704,305,,1199,11,16.075,17.17272727,40.15700358,40.0010482,1455.1,1431.5,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1163,32.67,105.6,30,0-50,1335,6287,506,,8128,61,318,315,,694,11,14.58333333,15.59090909,40.35884096,40.21435464,833.1,829.1,needle,woodland/shrubland,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",7,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1164,33.5,106.6,41,0-50,2862,7921,473,,11256,174,462,329,,965,7,8.791666667,14.6,41.19140983,40.33735292,832,753.4,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",14.55,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1165,33.35,108.35,29,0-50,1755,6873,660,,9288,163,758,433,,1354,7,8.683333333,14.64285714,41.20905715,40.33225513,903.1,807.7,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",3.45,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1166,33.2,107.5,56,51-100,2592,10446,796,,13834,111,448,398,,957,9,14.45,18.08888889,40.38410769,39.8642944,880.9,856.2,needle,woodland/shrubland,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",12.45,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1167,33.9,107.2,35,0-50,3960,12414,700,,17074,266,834,431,,1531,7,7.441666667,13.38571429,41.39144926,40.50902997,848.6,762.8,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",15.6,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1168,27.9,101.2,64,51-100,1481,8046,960,,10486,39,208,477,,724,7,10.88333333,14.61428571,40.8696784,40.33014265,928.5,891.1,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1169,30,101,48,0-50,1796,10287,1173,,13256,75,403,587,,1064,6,6.575,11.85,41.50595735,40.72153192,701.6,649.6,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1170,30.1,95,40,0-50,1690,12276,701,,14667,74,527,351,,952,7,8.558333333,13.02857143,41.21290048,40.55537951,676.8,640.6,needle,woodland/shrubland,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",8.6,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1171,30.2,94.9,40,0-50,2045,13317,718,,16079,97,604,360,,1060,6,6.683333333,12.1,41.49061996,40.68629123,645.3,574.4,needle,woodland/shrubland,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",,,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1172,29.8,95.7,68,51-100,8282,22078,792,,31153,285,726,412,,1423,5,4.066666667,10.24,41.88175271,40.95182111,662.3,525.6,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1173,29.8,95.7,70,51-100,2867,21307,924,,25099,76,512,464,,1052,5,4.066666667,10.24,41.88175271,40.95182111,662.3,525.6,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1174,29.2,94.1,80,51-100,1526,10270,717,,12512,33,218,359,,609,5,5.658333333,11.66,41.64164002,40.74753676,567.7,465.5,needle,woodland/shrubland,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1175,29.7,94.1,71,51-100,2222,14338,1078,,17637,62,354,547,,964,5,4.3,10.62,41.8477872,40.89704183,573.2,476.8,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1176,28.9,85.2,57,51-100,2134,14741,988,,17862,94,631,486,,1211,2,-1.541666667,7.25,42.75081384,41.3872188,310.8,84.3,needle,woodland/shrubland,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",8.6,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1177,27.9,91.9,35,0-50,1404,6341,668,,8413,97,412,346,,854,2,-1.608333333,6.35,42.75982565,41.52046608,457.2,167.4,needle,taiga,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",8.6,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1178,29,93.1,108,101-200,1665,11063,662,,13390,24,154,344,,522,5,4.058333333,10.6,41.88534203,40.89990362,370.5,306.2,needle,woodland/shrubland,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1179,28.4,92.3,90,51-100,1186,7951,560,,9696,20,130,281,,429,3,0.1,8.033333333,42.49372694,41.27195834,297.6,167.9,needle,woodland/shrubland,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",28.8,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1180,28.7,96.7,55,51-100,6146,14879,522,,21546,274,663,261,,1197,8,10.36666667,13.425,40.94622799,40.50123869,911.9,855.9,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",13.8,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1181,28.7,96.7,80,51-100,1825,10036,1212,,13073,34,186,606,,826,8,10.36666667,13.425,40.94622799,40.50123869,911.9,855.9,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",13.8,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1182,27.4,88.9,60,51-100,2676,18605,1198,,22479,94,650,599,,1343,5,5,10.42,41.73709447,40.92532264,1316.9,1146.9,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1183,28.25,99.2,50,0-50,1141,5947,851,,7939,38,198,426,,662,7,8.8,12.77142857,41.17378003,40.59130849,732.5,620.8,needle,woodland/shrubland,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1184,26.67,100.11,38,0-50,795,3703,889,,5387,37,173,445,,655,10,10.325,11.62,40.9489831,40.75972011,995.8,977.2,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1185,27.38,100.48,60,51-100,1671,9103,1131,,11905,44,241,566,,851,8,10.775,13.625,40.8849277,40.4714585,909.6,874.5,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1186,27.53,99.51,45,0-50,1973,11292,1212,,14477,75,428,606,,1109,7,8.45,12.24285714,41.22362471,40.66600859,846.3,726.1,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1187,27.23,100.96,20,0-50,446,2062,547,,3055,46,215,274,,535,8,11.01666667,13.85,40.84978248,40.4393805,965.1,936,needle,temperate forest,"subtropical montane Pinus armandii, P. taiwanensis and P. densada forest",12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1188,27.12,110.23,32,0-50,1224,6035,463,,7722,78,403,232,,713,9,14.125,17.53333333,40.42560544,39.93810388,1509.7,1336.2,needle,temperate forest,subtropical Cunninghamia lanceolata forest,3.8,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1189,28.1,111,23,0-50,1330,6124,465,,7919,111,520,233,,864,12,16.16666667,16.16666667,40.14283654,40.14283654,1470.9,1470.9,needle,temperate forest,subtropical Cunninghamia lanceolata forest,,,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1190,28.4,114.5,22,0-50,1730,6635,612,,8977,175,638,314,,1127,12,16.825,16.825,40.05224189,40.05224189,1652.4,1652.4,needle,temperate forest,subtropical Cunninghamia lanceolata forest,4.8,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1191,24.8,111.5,26,0-50,1322,6665,513,,8500,101,518,257,,874,12,16.38333333,16.38333333,40.10319901,40.10319901,1812.6,1812.6,needle,temperate forest,subtropical Cunninghamia lanceolata forest,28.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1192,25.68,116.9,53,51-100,3720,14273,502,,18495,125,587,295,,1007,12,17.44166667,17.44166667,39.95442384,39.95442384,1792.7,1792.7,needle,temperate forest,subtropical Cunninghamia lanceolata forest,3.8,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1193,27.5,117.6,35,0-50,5051,24840,920,,30810,249,1281,532,,2062,12,15.59166667,15.59166667,40.2155021,40.2155021,1806.8,1806.8,needle,temperate forest,subtropical Cunninghamia lanceolata forest,4.8,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1194,32.3,109.3,28,0-50,1985,6187,928,,9100,111,383,464,,958,9,11.90833333,15.31111111,40.7407789,40.2466368,1096.8,1058.3,needle,temperate forest,subtropical Cunninghamia lanceolata forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1195,25.5,110.25,135,101-200,7115,20122,806,,28043,295,892,466,,1653,12,16.99166667,16.99166667,40.02404976,40.02404976,1730.7,1730.7,needle,temperate forest,subtropical montane Cupressus and Sabina forest,28.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1196,27.4,106.2,74,51-100,1616,10911,1032,,13559,61,369,365,,795,12,14.94166667,14.94166667,40.30513144,40.30513144,1077.1,1077.1,needle,temperate forest,subtropical montane Cupressus and Sabina forest,3.45,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
